year,CODEKHUM,KHUM_NAME,HISTO_NODATA,HISTO_10,HISTO_11,HISTO_12,HISTO_20,HISTO_30,HISTO_40,HISTO_50,HISTO_60,HISTO_61,HISTO_62,HISTO_70,HISTO_80,HISTO_90,HISTO_100,HISTO_110,HISTO_120,HISTO_121,HISTO_130,HISTO_150,HISTO_160,HISTO_170,HISTO_180,HISTO_190,HISTO_200,HISTO_201,HISTO_202,HISTO_210
2010,100306,Ruessei Kaev,0,160,52,3,88,49,47,504,3,0,0,0,0,0,15,7,42,36,2,2,0,0,71,0,0,0,17,72
2010,110302,Saen Monourom,6,9,9,0,0,99,410,1864,102,1,0,4,0,0,1835,0,76,24,0,0,0,0,0,0,0,0,0,0
2010,40402,Dar,0,191,80,0,70,40,28,7,34,0,6,4,0,0,230,0,0,2,0,0,0,0,327,1,0,0,0,0
2010,40110,Ponley,0,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,150404,Prongil,0,1208,250,0,8,392,174,4136,4530,4,0,0,0,0,2192,0,259,42,0,0,0,0,0,0,0,0,0,0
2010,100201,Bos Leav,0,245,4,0,155,98,49,47,49,0,0,3,0,0,82,0,5,9,0,0,0,0,19,0,0,0,0,44
2010,100213,Thma Andaeuk,0,356,4,0,1,39,18,39,199,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0
2010,40105,Kampong Preah Kokir,0,18,0,0,130,0,0,4,0,0,0,0,0,0,0,0,0,35,0,0,0,0,489,0,0,0,0,24
2010,150603,,0,9,141,0,0,760,256,5644,230,1,0,5,0,0,471,0,43,89,0,0,0,0,8,0,0,0,0,0
2010,31501,Areaks Tnaot,0,183,7,61,9,44,58,10,0,0,0,0,0,0,4,0,6,17,0,0,0,0,21,0,0,0,0,0
2010,40107,Phsar,0,302,81,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0
2010,60104,Boeng,0,282,3,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
2010,40109,Popel,0,187,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,60103,Baray,0,324,116,0,36,2,347,33,279,0,0,94,0,0,195,0,0,1,37,0,0,0,164,0,0,0,0,28
2010,40108,Pech Changvar,0,349,116,0,17,22,58,42,44,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2010,150604,,0,50,89,0,0,460,456,4816,1086,0,0,0,0,0,2775,0,331,41,0,0,0,0,2,0,0,0,0,0
2010,110105,Srae Preah,0,33,6,0,3,114,70,2017,903,1,0,0,0,0,4276,0,231,95,2,0,0,0,1,0,0,0,0,0
2010,40106,Melum,0,281,37,0,183,0,22,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,56,0,0,0,0,0
2010,60107,Chhuk Khsach,0,553,6,0,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40405,Pou,0,152,31,0,194,14,17,19,27,0,0,0,0,0,38,0,0,0,0,0,0,0,453,0,0,0,0,111
2010,31504,Khpob Ta Nguon,0,259,35,30,91,40,187,206,0,0,0,0,0,0,36,0,75,189,0,1,0,0,89,0,0,0,10,34
2010,100206,Kaoh Chraeng,0,42,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60
2010,150310,Svay Sa,0,968,88,0,8,66,87,72,907,0,0,0,0,0,76,0,6,2,2,0,0,0,0,0,0,0,0,0
2010,100501,Khsuem,0,486,316,0,17,1452,955,2672,3081,0,0,13,0,0,2555,0,34,61,24,0,0,0,1,0,0,0,0,0
2010,150605,,8,27,43,0,0,280,93,7679,7,6,0,446,0,0,426,0,40,341,0,0,0,2,1,0,0,0,0,0
2010,150304,Chheu Tom,0,1541,196,0,6,60,44,157,164,0,0,0,0,0,32,0,10,13,4,0,0,0,0,0,0,0,0,0
2010,30208,Ta Prok,0,108,8,35,27,12,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2010,100308,Ta Mau,0,269,54,27,130,138,144,338,0,0,0,6,0,0,30,0,182,89,3,0,0,0,25,0,0,0,0,10
2010,100303,Kampong Kor,0,179,1,0,57,103,83,28,0,0,0,0,0,0,32,0,55,11,3,0,0,0,13,0,0,0,5,49
2010,40407,Samraong Saen,0,0,0,0,7,0,1,68,0,0,0,1,0,0,39,0,0,0,0,0,0,0,407,0,0,0,0,5
2010,30202,Chamkar Andoung,0,347,9,365,45,95,170,52,48,0,0,0,0,0,27,0,0,108,0,0,0,0,0,0,0,0,0,0
2010,150402,Leach,0,186,32,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2010,40101,Anhchanh Rung,0,621,160,0,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30204,Lvea Leu,0,196,12,8,5,28,91,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30205,Spueu,0,290,22,0,16,8,10,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0
2010,31510,Preaek Kak,0,665,79,599,98,203,99,6,0,0,0,0,0,0,91,0,2,124,0,0,0,0,7,0,0,0,0,52
2010,60118,Treal,0,563,113,0,76,10,187,52,147,0,0,7,0,0,164,6,0,2,284,0,0,0,278,0,0,0,0,0
2010,40408,Svay Rumpear,0,213,64,0,141,9,24,3,7,0,0,0,0,0,28,0,0,0,0,0,0,0,408,0,0,0,0,11
2010,40612,Svay Chrum,0,289,96,0,133,4,56,0,27,0,0,15,0,0,33,0,0,3,3,0,0,0,317,0,0,0,0,18
2010,100105,Kanhchor,0,120,99,4,67,269,194,171,16,0,0,0,0,0,50,0,64,3,0,0,0,0,9,0,0,0,0,34
2010,40608,Prasneb,0,1278,40,0,25,4,9,97,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40806,Krang Skear,0,4769,217,0,6,156,27,345,1180,0,0,0,0,0,143,0,46,10,0,0,0,0,0,0,0,0,0,0
2010,31505,Me Sar Chrey,0,151,24,146,4,16,20,0,0,0,0,0,0,0,0,0,19,47,13,0,0,0,0,0,0,0,0,0
2010,150406,Santreae,0,387,24,0,1,87,159,2828,1669,0,0,7,0,0,2181,0,434,12,0,0,0,0,0,0,0,0,0,0
2010,150405,Rokat,0,204,91,0,0,120,110,7899,348,0,0,51,0,0,968,0,124,24,0,0,0,0,1,0,0,0,0,0
2010,30203,Cheyyou,0,417,46,4,34,9,6,9,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0
2010,31507,Peam Kaoh Sna,0,148,26,4,131,17,15,15,0,0,0,0,0,0,6,0,1,127,3,0,0,0,10,0,0,0,13,38
2010,40409,Trangel,0,231,67,0,57,7,36,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0
2010,31508,Preah Andoung,0,2,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,4,7
2010,60115,Sralau,0,418,30,0,23,2,47,28,168,0,0,3,0,0,21,0,0,0,364,0,0,0,723,0,0,0,0,10
2010,40602,Banteay Preal,0,519,40,0,27,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30206,Svay Teab,0,389,37,103,90,141,186,2,0,0,0,0,0,0,6,0,0,40,0,0,0,0,0,2,0,0,0,0
2010,40301,Phsar Chhnang,0,9,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,33
2010,40304,Khsam,0,49,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,7
2010,60112,Andoung Pou,0,187,19,0,33,14,12,1,0,0,0,0,0,0,7,0,0,22,0,0,0,0,0,0,0,0,0,0
2010,110104,Srae Khtum,7,400,132,0,0,715,257,3481,24,0,0,0,0,0,969,0,139,673,3,0,0,0,0,0,0,0,0,0
2010,31512,Soupheas,0,400,143,44,7,68,23,0,4,0,0,0,0,0,7,0,0,3,22,0,0,0,0,0,0,0,0,0
2010,40403,Kampong hau,0,39,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,246,0,0,0,0,107
2010,30905,Krouch Chhmar,0,115,0,0,80,0,0,10,0,0,0,0,0,0,18,0,0,100,0,0,0,0,29,0,0,0,0,70
2010,40607,Pongro,0,209,81,0,14,2,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40204,Peam Chhkaok,0,3,0,0,223,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,2,803,0,0,0,0,73
2010,100108,Preaek Saman,0,169,47,5,63,275,140,179,6,0,0,0,0,0,21,0,83,7,0,0,0,0,20,0,0,0,0,22
2010,60109,Chrolong,0,341,38,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
2010,30911,Trea,0,38,6,0,126,0,10,11,7,0,0,2,0,0,26,0,0,75,0,0,0,0,85,0,0,0,0,54
2010,30207,Ta Ong,0,575,51,374,59,334,139,2,2,0,0,0,0,0,18,0,2,21,3,0,0,0,0,3,0,0,0,0
2010,30910,Svay Khleang,0,114,0,0,176,0,0,3,0,0,0,2,0,0,8,0,0,133,0,0,0,0,49,0,0,0,3,3
2010,100304,Kaoh Ta Suy,0,92,0,0,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,72
2010,30907,Peus Pir,0,91,2,0,97,6,0,2,1,0,0,0,0,0,30,0,0,128,0,0,0,0,38,0,0,0,2,6
2010,60113,Pongro,0,315,102,0,22,8,30,0,13,0,0,0,0,0,20,0,0,0,91,0,0,0,13,0,0,0,0,0
2010,60106,Chranieng,0,234,19,0,15,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2010,150601,,0,0,3,0,2,35,170,14492,5,0,0,61,0,0,474,0,33,148,7,0,0,10,0,0,0,0,0,0
2010,100101,Chhloung,0,143,0,0,16,5,15,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,56
2010,30906,Peus Muoy,0,141,0,0,41,7,20,2,0,0,0,3,0,0,3,1,0,67,0,2,0,0,44,0,0,0,5,20
2010,40611,Srae Thmei,0,212,110,0,7,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,31513,Tuol Preah Khleang,0,446,32,2,146,118,22,19,0,0,0,0,0,0,9,0,0,23,0,0,0,8,60,0,0,0,0,23
2010,40302,Kampong Chhnang,0,64,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,44
2010,60114,Sou Young,0,154,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
2010,100103,Han Chey,0,79,4,0,143,0,2,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,6,0,0,0,0,46
2010,30111,Trab,0,1135,46,0,428,0,29,0,6,0,0,0,0,0,46,0,0,0,17,0,0,0,154,0,0,0,0,0
2010,100107,Pongro,0,108,0,0,43,5,8,3,0,0,0,0,0,0,21,0,0,28,0,0,0,0,3,0,0,0,0,31
2010,100106,Khsach Andaet,0,43,0,0,110,1,2,4,0,0,0,0,0,0,15,0,0,45,0,0,0,0,61,0,0,0,0,33
2010,30909,Roka Khnaor,0,205,0,0,46,13,9,2,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,3,18
2010,30902,Chumnik,0,129,0,0,43,1,3,2,0,0,0,0,0,0,4,0,0,26,0,0,0,0,5,1,0,0,0,18
2010,100102,Damrei Phong,0,201,126,3,5,461,209,1615,5,0,0,0,0,0,150,0,266,22,0,0,0,0,2,0,0,0,0,0
2010,40303,Ph'er,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40203,Kampong Os,0,2,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,340,0,0,0,0,47
2010,40606,Krang Leav,0,584,95,0,7,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,60116,Svay Phleung,0,242,9,0,28,27,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2010,30108,Sandaek,0,639,34,0,12,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30908,Preaek a Chi,0,94,0,0,135,0,6,19,0,0,0,0,0,0,13,0,1,150,0,0,0,0,35,0,0,0,0,54
2010,30901,Chhuk,0,513,79,172,94,133,185,50,4,0,0,0,0,0,138,0,9,87,0,0,0,0,63,0,0,0,0,6
2010,30305,Pring Chrum,0,493,69,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2010,40604,Chrey Bak,0,282,155,0,61,3,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2010,31509,Preaek Bak,0,65,2,0,118,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65
2010,30405,Seda,0,1808,47,0,19,126,61,47,2,0,0,0,0,0,87,0,0,3,0,0,0,0,30,0,0,0,0,14
2010,30306,Sampong Chey,0,543,53,0,32,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,0,0,0,0
2010,30912,Tuol Snuol,0,420,34,15,31,81,54,98,8,0,0,13,0,0,159,0,5,326,19,0,0,2,158,0,0,0,0,5
2010,31302,Boeng Nay,0,564,94,0,32,42,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
2010,30201,Bos Khnaor,0,776,7,226,53,337,68,0,0,0,0,0,0,0,64,0,0,170,0,0,0,0,0,4,0,0,0,0
2010,100503,Snuol,0,261,18,0,9,465,665,40,439,0,0,3,0,0,160,0,8,58,0,0,0,0,0,0,0,0,0,0
2010,40605,Kouk Banteay,0,297,6,0,236,0,3,3,2,0,0,0,0,0,11,0,0,2,0,0,0,0,95,0,0,0,0,101
2010,40205,Prey Kri,0,68,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
2010,30407,Trapeang Pring,0,1290,40,14,10,368,218,183,75,0,0,0,0,0,74,0,14,73,0,0,0,0,18,0,0,0,0,0
2010,100104,Kampong Damrei,0,30,395,10,9,658,402,1422,276,0,0,7,0,0,381,0,163,36,0,0,0,0,2,0,0,0,0,0
2010,40201,Chol Sar,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,35
2010,31313,Thma Pun,0,226,8,1,3,83,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40601,Andoung Snay,0,317,72,0,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0
2010,40610,Rolea B'ier,0,300,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30613,Srak,0,376,11,3,93,193,6,14,0,0,0,0,0,0,3,0,0,15,0,0,0,2,82,0,0,0,0,0
2010,40609,Prey Mul,0,519,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30904,Kaoh Pir,0,20,15,0,41,8,5,0,0,0,0,0,0,0,0,3,0,6,0,1,0,0,0,0,1,0,5,21
2010,30602,Han Chey,0,189,1,0,47,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,49
2010,31306,Krouch,0,174,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2010,31305,Kor,0,311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2010,100504,Srae Char,0,976,38,0,3,1293,232,343,342,0,0,2,0,0,179,0,6,53,0,0,0,0,0,0,0,0,0,0
2010,40807,Tang Krasang,0,1466,50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,31011,Rumchek,0,1208,30,8,0,875,217,189,24,0,0,0,0,0,66,0,13,4,0,0,0,0,0,0,0,0,0,0
2010,30903,Kampong Treas,0,141,0,0,54,1,12,4,0,0,0,0,0,0,0,0,0,31,0,0,0,0,5,0,0,0,1,17
2010,40603,Cheung Kreav,0,626,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30307,Sdaeung Chey,0,659,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,31315,Trapeang Preah,0,766,5,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0
2010,40802,Chieb,0,1094,323,0,0,169,29,1712,568,5,0,0,0,0,148,0,7,32,4,0,0,0,0,0,0,0,0,0
2010,40202,Kaoh,0,18,0,0,842,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,336,0,0,0,0,100
2010,100502,Pir Thnu,12,827,252,5,51,1106,650,1616,690,0,0,18,0,0,832,0,119,660,25,0,0,0,10,0,0,0,0,0
2010,30310,Trapeang Kor,0,257,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,31615,Peam Chileang,0,329,12,0,84,7,59,14,0,0,0,0,0,0,39,0,0,49,0,0,0,0,31,0,0,0,0,0
2010,30610,Ou Svay,0,339,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
2010,31616,Roka Po Pram,0,1455,186,233,72,232,68,9,4,0,0,0,0,0,5,0,0,71,2,0,0,0,10,0,0,0,0,0
2010,40805,Khlong Popok,0,857,269,0,0,33,14,55,32,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0
2010,30612,Rumchek,0,27,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,40,0,0,0,0,17
2010,31301,Baray,0,313,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,40613,Tuek Hout,0,426,23,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
2010,30603,Kien Chrey,0,41,0,0,123,2,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,65,0,0,0,7,36
2010,40508,Saeb,0,241,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,10
2010,90701,Ta Tey Leu,0,0,24,0,0,17,71,19570,4,0,0,290,0,0,244,0,5,549,0,0,0,0,0,0,0,0,0,0
2010,30614,Trean,0,344,0,0,78,32,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,32,0,0,0,0,8
2010,30110,Tang Krasang,0,243,61,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2010,30607,Kaoh Samraong,0,166,13,0,67,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,64
2010,30112,Tumnob,0,203,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,31310,Sour Saen,0,145,46,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
2010,31309,Prey Chhor,0,140,24,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2010,31621,Thma Pechr,0,408,44,348,63,30,15,11,3,0,0,0,0,0,30,0,0,6,0,0,0,0,0,0,0,0,0,0
2010,30309,Srama,0,218,54,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30402,Dambae,0,779,61,0,9,85,41,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30303,Phdau Chum,0,234,19,0,199,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,30302,Kouk Rovieng,0,194,43,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30609,Krala,0,313,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,31304,Khvet Thum,0,136,25,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
2010,30308,Soutip,0,187,5,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0
2010,30301,Khnaor Dambang,0,270,33,0,148,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,50403,Trapeang Chour,0,934,76,0,12,267,55,2514,1657,0,0,0,0,0,242,0,133,53,0,0,0,0,0,0,0,0,0,0
2010,30104,Cheung Prey,0,191,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40501,Ampil Tuek,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,88,0,0,0,0,143
2010,31602,Boeng Pruol,0,135,0,0,143,2,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,5
2010,31303,Chrey Vien,0,201,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,8,0,0,0,0
2010,30611,Ro'ang,0,237,0,0,73,9,5,11,0,0,0,0,0,0,2,0,0,0,1,0,0,0,26,0,0,0,0,11
2010,31312,Srangae,0,116,37,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,31307,Lvea,0,93,30,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2010,30105,Me Pring,0,212,4,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2010,40801,Akphivoadth,0,591,185,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40502,Chhuk Sa,0,538,243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40509,Ta Ches,0,334,105,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
2010,31308,Mien,0,292,33,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,2,0,0,0,52
2010,30304,Prey Char,0,98,6,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30615,Vihear Thum,0,153,8,0,124,6,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,14,0,0,0,0,92
2010,31311,Samraong,0,93,4,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40702,Khnar Chhmar,0,243,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30106,Ph'av,0,143,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,40803,Chaong Maong,0,531,216,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,31006,Kampoan,0,678,136,59,9,909,373,13,20,0,0,0,0,0,38,0,1,247,0,0,0,0,0,0,0,0,0,0
2010,31314,Tong Rong,0,38,20,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2010,30601,Ampil,0,283,3,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
2010,40808,Tuol Khpos,0,1022,155,0,0,68,10,128,155,0,0,0,0,0,11,0,7,11,3,0,0,0,0,0,0,0,0,0
2010,31605,Chirou Muoy,0,183,5,0,92,13,28,0,0,0,0,0,0,0,8,0,0,61,0,0,0,0,15,0,0,0,2,23
2010,90501,Bak Khlang,20,147,2,3,48,119,276,13052,7,0,0,426,4,0,439,0,39,280,37,0,0,431,1,1,0,0,0,602
2010,30706,Preaek Krabau,0,187,1,0,199,0,12,0,0,0,0,0,0,0,4,0,6,17,0,0,0,0,117,0,0,0,0,0
2010,31612,Kor,0,670,33,59,15,69,20,0,6,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0
2010,31606,Chirou Pir,0,328,12,86,144,78,18,7,0,0,0,0,0,0,12,0,0,22,0,0,0,0,33,0,0,0,0,3
2010,30403,Kouk Srok,0,756,37,0,29,58,12,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
2010,30501,Boeng Kok,0,21,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21
2010,40804,Kbal Tuek,0,1717,217,0,31,39,23,459,297,0,0,0,0,0,39,0,29,16,1,0,0,0,0,0,0,0,0,0
2010,30101,Batheay,0,237,10,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
2010,40510,Thma Edth,0,314,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,31622,Tonle Bet,0,71,29,0,250,9,11,14,0,0,0,0,0,0,3,0,0,111,0,0,0,0,24,4,0,0,0,75
2010,30707,Reay Pay,0,5,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0
2010,30502,Kampong Cham,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7
2010,30711,Sour Kong,0,91,1,0,266,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,30
2010,30504,Veal Vong,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,7
2010,40503,Chres,0,219,91,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
2010,30709,Roka Koy,0,125,2,0,112,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,93,2,0,0,0,42
2010,31623,Vihear Luong,0,234,115,324,15,103,38,0,5,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0
2010,30503,Sambuor Meas,0,110,0,0,31,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,6
2010,30701,Angkor Ban,0,168,0,0,22,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,23
2010,30606,Kaoh Roka,0,129,0,0,57,10,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,8
2010,31014,Tonlung,11,1278,112,0,0,1026,125,218,172,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0
2010,40703,Krang Lvea,0,1730,160,0,7,54,5,0,59,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,30605,Kaoh Mitt,0,98,6,0,71,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2010,30604,Kokor,0,105,1,0,19,18,28,8,0,0,0,0,0,0,2,0,0,13,0,0,0,0,39,0,0,0,0,18
